Time,RtoR
05/09/2018 15:35:39.428,837
,15700
,148
,503
,501
,188
,239
,572
,2910
,198
,517
,332
,266
,251
,1126
,162
,1133
,93
,3634
,398
,189
,236
,390
,315
,169
,270
,362
,862
,300
,103
,598
,848
,180
,194
,331
,233
,222
,216
,203
,382
,629
,173
,310
,430
,19
,278
,613
,114
,344
,163
,226
,287
,2238
,194
,467
,241
,518
,248
,52
,280
,327
,334
,161
,662
,555
,935
,490
,19
,356
,333
,1122
,1034
,1067
,278
,186
,257
,218
,317
,320
,204
,329
,240
,1188
,164
,181
,531
,544
,168
,435
,435
,261
,406
,371
,229
,347
,533
,362
,167
,1139
,478
,20
,303
,1109
,2618
,5277
,276
,2365
,2095
,549
,4340
,1543
,489
,4192
,6542
,58
,2733
,27
,881
,157
,333
,191
,362
,261
,309
,89
,305
,348
,31
,346
,242
,335
,471
,520
,820
,231
,43
,247
,245
,3057
,290
,223
,324
,983
,66
,299
,4115
,150
,351
,148
,890
,542
,382
,2120
,240
,1537
,98
,771
,872
,73
,1724
,449
,204
,1147
,4492
,2138
,543
,339
,630
,46
,453
,1242
,2116
,531
,1457
,357
,121
,848
,268
,259
,221
,329
,429
,524
,158
,413
,80
,496
,281
,225
,359
,424
,278
,530
,610
,1002
,472
,135
,1046
,1551
,48
,582
,340
,152
,505
,339
,103
,591
,112
,470
,133
,289
,595
,172
,272
,182
,154
,733
,233
,146
,315
,258
,57
,333
,557
,338
,541
,246
,545
,369
,422
,464
,1121
,35
,388
,229
,318
,59
,288
,384
,243
,266
,328
,37
,383
,270
,130
,346
,152
,431
,76
,178
,384
,131
,289
,439
,193
,519
,278
,103
,571
,307
,452
,344
,171
,830
,177
,111
,520
,299
,371
,84
,297
,266
,326
,510
,591
,696
,90
,263
,230
,398
,236
,77
,417
,263
,86
,254
,331
,134
,258
,891
,188
,162
,744
,337
,391
,56
,3235
,509
,514
,511
,515
,515
,508
,503
,992
,487
,488
,486
,489
,492
,499
,505
,520
,542
,549
,554
,554
,558
,564
,556
,563
,569
,576
,573
,577
,584
,589
,591
,583
,570
,571
,572
,577
,576
,581
,592
,598
,601
,592
,574
,568
,565
,566
,557
,558
,562
,571
,569
,574
,575
,576
,570
,567
,566
,559
,551
,550
,540
,538
,543
,554
,564
,576
,575
,572
,578
,581
,576
,571
,557
,557
,556
,565
,571
,579
,574
,568
,565
,564
,572
,578
,589
,589
,583
,585
,580
,580
,579
,568
,563
,567
,570
,583
,582
,567
,555
,572
,586
,596
,605
,599
,598
,590
,593
,597
,602
,613
,620
,622
,633
,645
,650
,642
,638
,620
,616
,615
,614
,616
,614
,605
,607
,610
,618
,618
,614
,609
,600
,589
,581
,591
,602
,613
,627
,641
,647
,639
,637
,637
,629
,618
,620
,616
,628
,633
,636
,630
,641
,638
,857
,79
,383
,575
,597
,586
,588
,595
,620
,642
,646
,643
,642
,630
,617
,610
,597
,581
,577
,570
,574
,589
,1067
,732
,608
,598
,609
,611
,606
,608
,604
,599
,1155
,580
,530
,81
,530
,170
,397
,590
,585
,599
,616
,618
,604
,625
,634
,635
,635
,616
,602
,604
,604
,615
,608
,616
,627
,641
,643
,639
,650
,664
,663
,652
,658
,668
,681
,671
,665
,677
,687
,691
,672
,681
,687
,704
,712
,711
,693
,687
,682
,674
,666
,660
,663
,666
,669
,661
,670
,679
,690
,697
,684
,673
,670
,671
,672
,658
,660
,653
,640
,641
,644
,648
,633
,631
,631
,644
,653
,646
,628
,616
,593
,601
,631
,663
,692
,696
,704
,714
,718
,725
,725
,728
,716
,714
,708
,690
,682
,658
,647
,652
,663
,676
,695
,684
,684
,681
,671
,674
,662
,643
,642
,645
,657
,676
,690
,679
,668
,661
,661
,662
,652
,659
,665
,675
,673
,660
,664
,674
,681
,681
,667
,667
,662
,659
,663
,646
,643
,650
,662
,678
,675
,664
,668
,669
,668
,654
,651
,652
,659
,666
,656
,656
,640
,629
,630
,629
,625
,606
,604
,599
,604
,615
,616
,637
,650
,663
,661
,641
,624
,598
,587
,573
,556
,546
,541
,533
,537
,543
,556
,573
,568
,583
,587
,601
,615
,622
,631
,643
,651
,645
,640
,644
,645
,653
,642
,645
,653
,657
,653
,641
,648
,657
,666
,653
,662
,666
,672
,671
,663
,664
,670
,675
,676
,686
,696
,703
,695
,688
,686
,682
,670
,683
,683
,689
,686
,662
,637
,614
,611
,604
,630
,648
,665
,675
,667
,676
,681
,675
,677
,682
,674
,671
,686
,692
,690
,671
,675
,658
,631
,610
,595
,588
,592
,597
,594
,586
,599
,620
,654
,688
,713
,719
,699
,688
,676
,652
,629
,627
,647
,679
,714
,737
,744
,744
,729
,709
,685
,652
,635
,615
,597
,585
,581
,584
,610
,691
,739
,752
,780
,789
,777
,763
,741
,709
,677
,666
,663
,670
,682
,698
,720
,735
,747
,753
,754
,750
,739
,726
,712
,704
,701
,700
,699
,693
,681
,674
,649
,634
,626
,615
,638
,670
,705
,713
,719
,712
,705
,707
,673
,652
,661
,680
,703
,725
,742
,739
,713
,685
,679
,680
,690
,700
,716
,710
,708
,701
,675
,652
,637
,624
,621
,641
,668
,696
,711
,716
,694
,672
,658
,644
,624
,621
,619
,620
,625
,636
,647
,660
,665
,661
,647
,633
,612
,602
,600
,644
,696
,734
,741
,738
,742
,724
,719
,701
,693
,675
,656
,652
,637
,624
,612
,603
,610
,629
,660
,676
,678
,668
,656
,637
,620
,601
,584
,581
,577
,610
,643
,677
,687
,690
,671
,664
,633
,613
,589
,569
,567
,584
,603
,602
,610
,598
,579
,574
,573
,568
,567
,576
,593
,624
,653
,675
,687
,694
,690
,682
,681
,672
,655
,658
,649
,649
,650
,639
,642
,643
,642
,643
,642
,637
,637
,636
,638
,646
,652
,637
,637
,634
,636
,640
,636
,627
,630
,637
,645
,651
,649
,621
,599
,580
,560
,568
,598
,659
,722
,738
,736
,729
,707
,659
,626
,615
,604
,609
,620
,637
,644
,642
,624
,626
,647
,679
,723
,729
,721
,709
,693
,668
,659
,651
,648
,651
,669
