SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,06,29,49542416,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2018,06,29,49597841,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49602040,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,06,29,49614040,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,29,49646040,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,29,49651040,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,29,49703041,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49704040,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,29,49709148,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49709628,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49710252,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49711040,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,29,49768041,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49769040,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,29,49770041,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49771040,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,29,49771041,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49771396,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49772405,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49773040,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,29,49774041,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49777042,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,29,49778040,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,29,49778040,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
