Time,Timestamp,X,Y,Type
4.199,Fri Jul 06 15:59:21.741 2018,881,662, 0
4.206,Fri Jul 06 15:59:21.748 2018,882,661, 0
4.214,Fri Jul 06 15:59:21.756 2018,886,661, 0
4.222,Fri Jul 06 15:59:21.764 2018,892,662, 0
4.23,Fri Jul 06 15:59:21.772 2018,897,669, 0
4.238,Fri Jul 06 15:59:21.780 2018,901,680, 0
4.246,Fri Jul 06 15:59:21.788 2018,904,696, 0
4.254,Fri Jul 06 15:59:21.796 2018,902,725, 0
4.262,Fri Jul 06 15:59:21.804 2018,891,760, 0
4.27,Fri Jul 06 15:59:21.812 2018,871,807, 0
4.278,Fri Jul 06 15:59:21.820 2018,852,852, 0
4.286,Fri Jul 06 15:59:21.828 2018,832,889, 0
4.295,Fri Jul 06 15:59:21.836 2018,816,918, 0
4.303,Fri Jul 06 15:59:21.845 2018,803,944, 0
4.311,Fri Jul 06 15:59:21.853 2018,795,964, 0
4.318,Fri Jul 06 15:59:21.860 2018,788,984, 0
4.326,Fri Jul 06 15:59:21.868 2018,780,1009, 0
4.334,Fri Jul 06 15:59:21.876 2018,774,1030, 0
4.342,Fri Jul 06 15:59:21.884 2018,770,1046, 0
4.35,Fri Jul 06 15:59:21.892 2018,767,1057, 0
4.358,Fri Jul 06 15:59:21.900 2018,763,1066, 0
4.39,Fri Jul 06 15:59:21.931 2018,761,1069, 0
4.462,Fri Jul 06 15:59:22.003 2018,760,1070, 0
4.47,Fri Jul 06 15:59:22.011 2018,759,1070, 0
4.478,Fri Jul 06 15:59:22.019 2018,759,1070, 0
4.486,Fri Jul 06 15:59:22.027 2018,758,1070, 0
4.494,Fri Jul 06 15:59:22.035 2018,757,1070, 0
4.502,Fri Jul 06 15:59:22.043 2018,754,1069, 0
4.512,Fri Jul 06 15:59:22.053 2018,750,1068, 0
4.518,Fri Jul 06 15:59:22.059 2018,747,1067, 0
4.526,Fri Jul 06 15:59:22.068 2018,743,1065, 0
4.534,Fri Jul 06 15:59:22.075 2018,740,1064, 0
4.542,Fri Jul 06 15:59:22.083 2018,737,1064, 0
4.55,Fri Jul 06 15:59:22.091 2018,734,1063, 0
4.558,Fri Jul 06 15:59:22.099 2018,733,1062, 0
4.566,Fri Jul 06 15:59:22.107 2018,733,1062, 0
4.574,Fri Jul 06 15:59:22.115 2018,732,1061, 0
4.582,Fri Jul 06 15:59:22.123 2018,731,1060, 0
4.59,Fri Jul 06 15:59:22.131 2018,729,1058, 0
4.598,Fri Jul 06 15:59:22.139 2018,727,1056, 0
4.606,Fri Jul 06 15:59:22.147 2018,723,1053, 0
4.614,Fri Jul 06 15:59:22.155 2018,718,1048, 0
4.622,Fri Jul 06 15:59:22.164 2018,712,1041, 0
4.63,Fri Jul 06 15:59:22.171 2018,705,1034, 0
4.638,Fri Jul 06 15:59:22.179 2018,696,1026, 0
4.646,Fri Jul 06 15:59:22.187 2018,689,1020, 0
4.654,Fri Jul 06 15:59:22.196 2018,681,1015, 0
4.662,Fri Jul 06 15:59:22.203 2018,674,1010, 0
4.67,Fri Jul 06 15:59:22.212 2018,667,1007, 0
