Time,Timestamp,X,Y,Type
0.198,Thu Jul 26 13:58:35.839 2018,922,840, 0
0.205,Thu Jul 26 13:58:35.846 2018,923,840, 0
0.213,Thu Jul 26 13:58:35.854 2018,923,842, 0
0.221,Thu Jul 26 13:58:35.862 2018,924,845, 0
0.229,Thu Jul 26 13:58:35.870 2018,925,851, 0
0.237,Thu Jul 26 13:58:35.878 2018,927,857, 0
0.245,Thu Jul 26 13:58:35.886 2018,930,868, 0
0.253,Thu Jul 26 13:58:35.894 2018,933,882, 0
0.261,Thu Jul 26 13:58:35.902 2018,936,897, 0
0.269,Thu Jul 26 13:58:35.910 2018,939,911, 0
0.277,Thu Jul 26 13:58:35.918 2018,944,924, 0
0.285,Thu Jul 26 13:58:35.925 2018,949,938, 0
0.293,Thu Jul 26 13:58:35.933 2018,954,953, 0
0.301,Thu Jul 26 13:58:35.942 2018,960,967, 0
0.309,Thu Jul 26 13:58:35.950 2018,967,982, 0
0.318,Thu Jul 26 13:58:35.958 2018,973,995, 0
0.325,Thu Jul 26 13:58:35.965 2018,978,1007, 0
0.344,Thu Jul 26 13:58:35.984 2018,982,1018, 0
0.345,Thu Jul 26 13:58:35.985 2018,989,1029, 0
0.349,Thu Jul 26 13:58:35.989 2018,995,1040, 0
0.358,Thu Jul 26 13:58:35.999 2018,999,1049, 0
0.365,Thu Jul 26 13:58:36.006 2018,1002,1054, 0
0.373,Thu Jul 26 13:58:36.014 2018,1004,1057, 0
0.381,Thu Jul 26 13:58:36.022 2018,1005,1059, 0
0.389,Thu Jul 26 13:58:36.029 2018,1005,1060, 0
0.469,Thu Jul 26 13:58:36.110 2018,1006,1061, 0
0.517,Thu Jul 26 13:58:36.158 2018,1006,1062, 0
0.525,Thu Jul 26 13:58:36.166 2018,1006,1062, 0
0.533,Thu Jul 26 13:58:36.173 2018,1004,1063, 0
0.541,Thu Jul 26 13:58:36.181 2018,1002,1063, 0
0.549,Thu Jul 26 13:58:36.189 2018,999,1064, 0
0.557,Thu Jul 26 13:58:36.197 2018,996,1065, 0
0.565,Thu Jul 26 13:58:36.205 2018,992,1067, 0
0.573,Thu Jul 26 13:58:36.214 2018,989,1067, 0
0.581,Thu Jul 26 13:58:36.222 2018,987,1067, 0
0.589,Thu Jul 26 13:58:36.230 2018,986,1067, 0
0.597,Thu Jul 26 13:58:36.238 2018,984,1067, 0
0.605,Thu Jul 26 13:58:36.246 2018,983,1067, 0
0.613,Thu Jul 26 13:58:36.254 2018,981,1067, 0
0.621,Thu Jul 26 13:58:36.262 2018,979,1068, 0
0.629,Thu Jul 26 13:58:36.270 2018,978,1068, 0
0.637,Thu Jul 26 13:58:36.278 2018,976,1068, 0
0.645,Thu Jul 26 13:58:36.286 2018,975,1068, 0
0.653,Thu Jul 26 13:58:36.294 2018,973,1068, 0
0.661,Thu Jul 26 13:58:36.302 2018,972,1068, 0
0.669,Thu Jul 26 13:58:36.310 2018,972,1068, 0
0.677,Thu Jul 26 13:58:36.318 2018,970,1068, 0
0.685,Thu Jul 26 13:58:36.326 2018,968,1067, 0
0.693,Thu Jul 26 13:58:36.334 2018,967,1067, 0
0.701,Thu Jul 26 13:58:36.342 2018,965,1066, 0
