"Time","NR_Perspiration","CovertedTime","Perspiration","Session"
4,"0.00640474656894523",2018-07-30 10:46:08,"0.004840113","RestingBaseline"
5,"0.00638247934030775",2018-07-30 10:46:09,"0.0060865136","RestingBaseline"
6,"0.00636160932719984",2018-07-30 10:46:10,"0.00530517366666667","RestingBaseline"
7,"0.00634262576203681",2018-07-30 10:46:11,"0.00676775933333333","RestingBaseline"
8,"0.00632689852365547",2018-07-30 10:46:12,"0.006254942","RestingBaseline"
9,"0.00631352925335235",2018-07-30 10:46:13,"0.00498369683333333","RestingBaseline"
10,"0.00630260919454565",2018-07-30 10:46:14,"0.0063640278","RestingBaseline"
11,"0.0062933639577809",2018-07-30 10:46:15,"0.0069238424","RestingBaseline"
12,"0.00628364727768907",2018-07-30 10:46:16,"0.00697106","RestingBaseline"
13,"0.00627352625661752",2018-07-30 10:46:17,"0.00618152183333333","RestingBaseline"
14,"0.00626563487010541",2018-07-30 10:46:18,"0.005738704","RestingBaseline"
15,"0.006261959668391",2018-07-30 10:46:19,"0.003188089","RestingBaseline"
16,"0.00625858081618129",2018-07-30 10:46:20,"0.0059338075","RestingBaseline"
17,"0.00625273226866325",2018-07-30 10:46:21,"0.00572829233333333","RestingBaseline"
18,"0.00624760608440348",2018-07-30 10:46:22,"0.00624960183333333","RestingBaseline"
19,"0.00624488019969208",2018-07-30 10:46:23,"0.005285459","RestingBaseline"
20,"0.00624455752821284",2018-07-30 10:46:24,"0.0051605235","RestingBaseline"
21,"0.00624631183064217",2018-07-30 10:46:25,"0.00696794633333333","RestingBaseline"
22,"0.00624955418064511",2018-07-30 10:46:26,"0.00641526216666667","RestingBaseline"
23,"0.00625322271515473",2018-07-30 10:46:27,"0.006208421","RestingBaseline"
24,"0.00625669079626924",2018-07-30 10:46:28,"0.0068242922","RestingBaseline"
25,"0.00625996884824396",2018-07-30 10:46:29,"0.0058765002","RestingBaseline"
26,"0.0062626285954588",2018-07-30 10:46:30,"0.00649222925","RestingBaseline"
27,"0.00626523334784412",2018-07-30 10:46:31,"0.00594021216666667","RestingBaseline"
28,"0.00626812910321905",2018-07-30 10:46:32,"0.0060733945","RestingBaseline"
29,"0.00627097354873212",2018-07-30 10:46:33,"0.0062042408","RestingBaseline"
30,"0.00627424404379507",2018-07-30 10:46:34,"0.0054571304","RestingBaseline"
31,"0.00627872731091399",2018-07-30 10:46:35,"0.0054453636","RestingBaseline"
32,"0.0062850209778309",2018-07-30 10:46:36,"0.0055996686","RestingBaseline"
33,"0.00629594491005667",2018-07-30 10:46:37,"0.00563633757142857","RestingBaseline"
34,"0.0063111061101021",2018-07-30 10:46:38,"0.0049574072","RestingBaseline"
35,"0.00632599205762814",2018-07-30 10:46:39,"0.00624096275","RestingBaseline"
36,"0.00634905585016668",2018-07-30 10:46:40,"0.00538799585714286","RestingBaseline"
37,"0.00638290450425584",2018-07-30 10:46:41,"0.005115527","RestingBaseline"
38,"0.00641766360960318",2018-07-30 10:46:42,"0.0048481678","RestingBaseline"
39,"0.00645420023747896",2018-07-30 10:46:43,"0.0052856838","RestingBaseline"
40,"0.00649086468917958",2018-07-30 10:46:44,"0.0062647345","RestingBaseline"
41,"0.00652646663355423",2018-07-30 10:46:45,"0.00718830375","RestingBaseline"
42,"0.00657489539178013",2018-07-30 10:46:46,"0.00593633233333333","RestingBaseline"
43,"0.00663276497518685",2018-07-30 10:46:47,"0.0059364516","RestingBaseline"
44,"0.00670219456751449",2018-07-30 10:46:48,"0.00633032871428571","RestingBaseline"
45,"0.00677826317567939",2018-07-30 10:46:49,"0.006976566","RestingBaseline"
46,"0.00685554985668771",2018-07-30 10:46:50,"0.00667989833333333","RestingBaseline"
47,"0.00694085295742448",2018-07-30 10:46:51,"0.004680314","RestingBaseline"
48,"0.00702689549034736",2018-07-30 10:46:52,"0.0066077146","RestingBaseline"
49,"0.00712198514779429",2018-07-30 10:46:53,"0.0050911204","RestingBaseline"
50,"0.00723819591000429",2018-07-30 10:46:54,"0.005459342","RestingBaseline"
51,"0.00735418184355638",2018-07-30 10:46:55,"0.0051092015","RestingBaseline"
52,"0.00749448683263997",2018-07-30 10:46:56,"0.00640956885714286","RestingBaseline"
53,"0.00765939538714691",2018-07-30 10:46:57,"0.0068646116","RestingBaseline"
54,"0.00782015238453252",2018-07-30 10:46:58,"0.00563130766666667","RestingBaseline"
55,"0.00800062170210345",2018-07-30 10:46:59,"0.006384957","RestingBaseline"
56,"0.00817949922478046",2018-07-30 10:47:00,"0.00939910366666667","RestingBaseline"
57,"0.00834756194029365",2018-07-30 10:47:01,"0.00738924283333333","RestingBaseline"
58,"0.00848364608497099",2018-07-30 10:47:02,"0.0118001952","RestingBaseline"
