SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,07,27,38919450,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2018,07,27,38923075,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,27,38931073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,27,38936073,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,27,38987074,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,38988073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,07,27,38990074,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,38991074,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,07,27,38996074,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,27,39001074,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,27,39001075,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39002073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,07,27,39011705,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,39014441,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39016961,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,39018075,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,07,27,39021378,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39022001,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,39023073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,27,39023777,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39024074,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,07,27,39024075,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,39025075,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39029514,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,27,39033074,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,27,39037470,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,27,39038074,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
