Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
30/07/2018 10:33:56.451,65,10.0,-3276.8,84,0.34,0.92,4.176,96,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,3,2,-0.44,0.68,0.62,1.57,-0.26,0.36,21.1,688,255,-128,-128,6553.5,414,420,498
30/07/2018 10:33:57.451,65,10.0,-3276.8,-85,0.45,2.31,4.176,96,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,3,3,-1.10,1.62,0.14,3.28,-0.09,1.62,21.1,688,255,-128,-128,6553.5,414,421,498
30/07/2018 10:33:58.451,65,10.0,-3276.8,-83,0.19,0.36,4.176,96,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,3,4,-0.33,-0.06,0.67,1.14,-0.10,0.51,21.1,691,255,-128,-128,6553.5,415,422,498
30/07/2018 10:33:59.451,65,10.0,-3276.8,-82,0.32,1.56,4.176,96,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,0,0,-0.98,0.24,0.49,1.56,-2.37,1.26,21.1,688,255,-128,-128,6553.5,417,423,500
30/07/2018 10:34:00.451,65,10.0,-3276.8,-80,0.29,1.08,4.176,96,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,1,0,-0.89,0.51,0.57,2.32,-0.84,0.46,21.1,688,255,-128,-128,6553.5,414,421,498
30/07/2018 10:34:01.451,65,10.0,-3276.8,-78,0.10,0.14,4.176,96,65535.000,65535.000,0,0.000000,0.000040,0,65535,0,65535,1,1,-0.32,-0.26,0.96,1.02,0.12,0.16,21.1,691,255,-128,-128,6553.5,408,411,487
30/07/2018 10:34:02.451,65,10.0,-3276.8,-78,0.21,1.50,4.176,96,60132.000,65535.000,0,0.000000,0.000040,0,65535,0,65535,0,0,-0.72,0.14,0.06,2.10,-1.28,0.69,21.1,691,255,-128,-128,6553.5,414,421,499
30/07/2018 10:34:03.451,65,10.0,-3276.8,-79,0.24,0.71,4.176,96,56218.000,65535.000,11,0.000000,0.000020,0,65535,0,65535,0,0,-0.56,0.16,0.60,1.36,-0.28,0.87,21.1,691,255,-128,-128,6553.5,414,422,498
30/07/2018 10:34:04.451,65,10.0,-3276.8,-74,0.44,1.21,4.175,95,48957.000,65535.000,11,0.000000,0.000020,0,65535,0,65535,0,0,-0.71,0.12,-0.16,1.38,-0.16,1.34,21.1,688,255,-128,-128,6553.5,409,416,492
30/07/2018 10:34:05.451,65,10.0,-3276.8,-80,0.34,0.89,4.175,95,44854.000,65535.000,11,0.000000,0.000020,0,65535,0,65535,0,1,-0.51,0.42,0.57,1.80,-0.42,0.55,21.1,688,255,-128,-128,6553.5,415,421,499
30/07/2018 10:34:06.451,0,10.0,-3276.8,-72,0.38,0.65,4.175,95,36893.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,0,2,-0.85,-0.10,0.59,1.22,-0.50,0.14,21.1,688,255,-128,-128,6553.5,412,419,498
30/07/2018 10:34:07.451,0,10.0,-3276.8,-53,0.55,0.85,4.175,95,29647.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,0,3,-1.26,-0.36,0.14,0.85,-0.30,0.54,21.1,688,255,-128,-128,6553.5,417,423,499
30/07/2018 10:34:08.451,0,10.0,-3276.8,-40,0.45,0.87,4.175,95,23673.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,3,0,-1.60,-0.44,0.14,1.14,-0.27,0.59,21.1,688,255,-128,-128,6553.5,414,421,498
30/07/2018 10:34:09.451,0,11.0,-3276.8,-50,0.30,0.59,4.175,95,18671.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,3,1,-0.68,-0.16,0.55,1.18,-0.22,0.46,21.1,688,255,-128,-128,6553.5,414,421,498
30/07/2018 10:34:10.451,0,11.0,-3276.8,-54,0.20,0.42,4.175,95,21688.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,3,2,-0.73,-0.16,0.67,0.96,-0.19,0.33,21.1,691,255,-128,-128,6553.5,420,423,509
30/07/2018 10:34:11.451,0,11.0,-3276.8,-43,0.44,1.77,4.175,95,27928.000,65535.000,11,0.000800,0.000020,0,65535,0,65535,0,0,-1.25,-0.06,-1.27,1.28,-0.55,0.72,21.1,688,255,-128,-128,6553.5,413,420,498
30/07/2018 10:34:12.451,0,11.0,-3276.8,6,0.90,1.43,4.175,95,36093.000,65535.000,22,0.000800,0.000020,0,65535,0,65535,0,1,-1.28,-0.26,-1.22,0.42,-0.67,0.31,21.1,688,255,-128,-128,6553.5,414,422,498
30/07/2018 10:34:13.451,0,11.0,-3276.8,5,0.37,0.68,4.173,95,41480.000,65535.000,22,0.000800,0.000020,0,65535,0,65535,0,2,-1.28,-0.53,-0.48,0.63,-0.72,0.42,21.1,688,255,-128,-128,6553.5,414,419,498
30/07/2018 10:34:14.451,0,11.0,-3276.8,14,0.48,1.44,4.173,95,36104.000,65535.000,22,0.000800,0.000040,0,65535,0,65535,3,0,-1.97,0.02,-0.03,1.49,-0.33,0.60,21.1,688,255,-128,-128,6553.5,415,421,498
