Time,RtoR
06/09/2018 12:57:00.430,283
,1282
,10373
,499
,139
,940
,104
,15571
,365
,151
,173
,335
,312
,111
,176
,2159
,116
,364
,154
,241
,311
,304
,299
,48
,291
,373
,736
,1949
,345
,1233
,1369
,833
,767
,237
,344
,142
,625
,66
,360
,322
,73
,465
,332
,392
,182
,131
,316
,302
,95
,366
,506
,471
,747
,175
,395
,622
,1161
,253
,717
,687
,371
,331
,631
,182
,1021
,175
,183
,905
,138
,4930
,102
,280
,319
,189
,517
,83
,298
,1185
,142
,280
,347
,68
,347
,896
,939
,310
,682
,133
,142
,616
,830
,50
,301
,849
,580
,226
,77
,399
,68
,13737
,225
,551
,83
,453
,235
,2443
,379
,895
,20
,454
,168
,191
,769
,388
,20
,407
,141
,2749
,370
,6023
,1548
,1538
,514
,515
,1179
,117
,779
,525
,525
,701
,253
,100
,653
,283
,159
,323
,137
,291
,211
,424
,745
,162
,136
,275
,259
,419
,111
,192
,1045
,2128
,523
,524
,1032
,512
,436
,726
,280
,457
,267
,75
,342
,375
,248
,221
,49
,435
,83
,317
,316
,115
,242
,341
,206
,10573
,299
,139
,379
,270
,32
,4853
,368
,401
,148
,267
,397
,154
,399
,488
,129
,154
,377
,2343
,1810
,1682
,486
,130
,532
,316
,107
,683
,379
,267
,278
,799
,2752
,556
,428
,233
,273
,5030
,75
,1613
,512
,758
,354
,703
,194
,251
,156
,2046
,334
,33
,400
,441
,209
,570
,285
,412
,498
,413
,46
,798
,444
,270
,301
,563
,123
,430
,172
,246
,313
,156
,301
,535
,289
,236
,214
,106
,470
,146
,791
,105
,351
,233
,346
,238
,627
,651
,254
,203
,166
,3467
,1011
,504
,504
,379
,628
,1980
,360
,116
,496
,487
,483
,484
,488
,488
,489
,485
,488
,484
,405
,556
,136
,339
,478
,482
,480
,479
,474
,477
,481
,484
,482
,482
,478
,481
,357
,184
,307
,117
,954
,367
,279
,83
,387
,446
,324
,584
,362
,114
,393
,174
,179
,352
,163
,378
,214
,333
,64
,526
,576
,748
,472
,471
,470
,245
,222
,469
,937
,468
,468
,377
,96
,942
,467
,472
,468
,738
,141
,509
,463
,472
,473
,247
,235
,470
,478
,477
,474
,470
,471
,471
,473
,362
,584
,477
,474
,470
,476
,470
,468
,468
,465
,466
,470
,477
,468
,471
,503
,433
,276
,195
,470
,560
,35
,348
,472
,472
,562
,380
,467
,468
,295
,131
,781
,184
,264
,344
,308
,824
,325
,232
,420
,504
,469
,465
,469
,468
,469
,469
,467
,466
,1025
,367
,460
,457
,461
,460
,460
,476
,463
,466
,465
,488
,496
,484
,487
,472
,479
,475
,478
,474
,473
,470
,476
,475
,478
,479
,478
,480
,481
,479
,480
,476
,473
,464
,475
,483
,272
,253
,498
,495
,494
,534
,497
,629
,589
,540
,515
,541
,556
,591
,542
,540
,525
,527
,524
,525
,522
,517
,516
,515
,534
,558
,528
,525
,524
,531
,549
,554
,540
,550
,587
,625
,583
,555
,557
,551
,570
,573
,562
,618
,630
,622
,565
,577
,559
,548
,547
,550
,580
,589
,583
,597
,557
,561
,556
,563
,563
,562
,541
,536
,553
,531
,591
,565
,532
,536
,529
,551
,702
,626
,604
,569
,548
,547
,538
,534
,522
,540
,555
,572
,562
,569
,553
,550
,550
,590
,584
,588
,556
,556
,558
,577
,634
,642
,647
,645
,628
,622
,582
,590
,592
,630
,618
,586
,579
,578
,609
,615
,612
,604
,635
,606
,606
,589
,574
,574
,590
,595
,589
,593
,623
,592
,588
,582
,601
,638
,660
,618
,587
,578
,575
,607
,596
,621
,581
,596
,598
,594
,598
,591
,592
,594
,593
,578
,585
,573
,585
,566
,569
,556
,561
,576
,582
,572
,578
,567
,574
,590
,624
,596
,574
,600
,591
,614
,600
,623
,593
,606
,593
,610
,599
,592
,581
,604
,604
,591
,576
,575
,567
,566
,561
,552
,547
,550
,553
,553
,565
,570
,551
,553
,543
,542
,537
,536
,546
,542
,542
,543
,569
,570
,562
,553
,542
,542
,541
,567
,580
,588
,584
,591
,582
,599
,585
,578
,578
,575
,582
,582
,567
,562
,560
,562
,580
,608
,602
,577
,575
,565
,570
,570
,593
,570
,583
,578
,629
,636
,634
,612
,601
,595
,594
,595
,606
,597
,590
,584
,602
,600
,604
,583
,603
,606
,617
,604
,588
,586
,592
,614
,588
,581
