Time,Timestamp,X,Y,Type
163.318,Wed Jul 11 14:11:59.682 2018,897,402, 0
163.325,Wed Jul 11 14:11:59.688 2018,898,404, 0
163.333,Wed Jul 11 14:11:59.696 2018,900,415, 0
163.341,Wed Jul 11 14:11:59.704 2018,904,430, 0
163.349,Wed Jul 11 14:11:59.712 2018,911,455, 0
163.357,Wed Jul 11 14:11:59.720 2018,919,477, 0
163.365,Wed Jul 11 14:11:59.728 2018,927,495, 0
163.373,Wed Jul 11 14:11:59.736 2018,933,512, 0
163.381,Wed Jul 11 14:11:59.744 2018,940,529, 0
163.389,Wed Jul 11 14:11:59.752 2018,945,546, 0
163.397,Wed Jul 11 14:11:59.760 2018,950,560, 0
163.405,Wed Jul 11 14:11:59.768 2018,955,579, 0
163.413,Wed Jul 11 14:11:59.776 2018,959,593, 0
163.421,Wed Jul 11 14:11:59.784 2018,962,608, 0
163.429,Wed Jul 11 14:11:59.792 2018,966,621, 0
163.437,Wed Jul 11 14:11:59.800 2018,969,635, 0
163.445,Wed Jul 11 14:11:59.808 2018,971,646, 0
163.453,Wed Jul 11 14:11:59.816 2018,973,657, 0
163.461,Wed Jul 11 14:11:59.824 2018,976,666, 0
163.469,Wed Jul 11 14:11:59.832 2018,978,677, 0
163.477,Wed Jul 11 14:11:59.840 2018,979,684, 0
163.485,Wed Jul 11 14:11:59.848 2018,981,691, 0
163.493,Wed Jul 11 14:11:59.856 2018,982,697, 0
163.501,Wed Jul 11 14:11:59.865 2018,983,702, 0
163.509,Wed Jul 11 14:11:59.873 2018,984,709, 0
163.517,Wed Jul 11 14:11:59.881 2018,985,716, 0
163.525,Wed Jul 11 14:11:59.889 2018,985,723, 0
163.533,Wed Jul 11 14:11:59.897 2018,985,728, 0
163.918,Wed Jul 11 14:12:00.281 2018,985,728, 1
164.07,Wed Jul 11 14:12:00.433 2018,985,728, 2
164.413,Wed Jul 11 14:12:00.776 2018,985,729, 0
164.421,Wed Jul 11 14:12:00.784 2018,985,730, 0
164.429,Wed Jul 11 14:12:00.792 2018,985,730, 0
164.437,Wed Jul 11 14:12:00.800 2018,983,727, 0
164.445,Wed Jul 11 14:12:00.808 2018,976,720, 0
164.453,Wed Jul 11 14:12:00.816 2018,967,710, 0
164.461,Wed Jul 11 14:12:00.824 2018,953,696, 0
164.469,Wed Jul 11 14:12:00.832 2018,933,677, 0
164.477,Wed Jul 11 14:12:00.840 2018,902,650, 0
164.485,Wed Jul 11 14:12:00.848 2018,869,624, 0
164.493,Wed Jul 11 14:12:00.856 2018,836,598, 0
164.501,Wed Jul 11 14:12:00.864 2018,803,574, 0
164.509,Wed Jul 11 14:12:00.872 2018,768,554, 0
164.517,Wed Jul 11 14:12:00.880 2018,736,537, 0
164.525,Wed Jul 11 14:12:00.888 2018,707,521, 0
164.533,Wed Jul 11 14:12:00.896 2018,681,506, 0
164.541,Wed Jul 11 14:12:00.904 2018,652,493, 0
164.549,Wed Jul 11 14:12:00.912 2018,631,481, 0
164.557,Wed Jul 11 14:12:00.920 2018,615,471, 0
164.565,Wed Jul 11 14:12:00.929 2018,604,464, 0
164.573,Wed Jul 11 14:12:00.937 2018,593,457, 0
164.581,Wed Jul 11 14:12:00.945 2018,584,450, 0
164.589,Wed Jul 11 14:12:00.953 2018,575,445, 0
164.597,Wed Jul 11 14:12:00.961 2018,568,440, 0
164.605,Wed Jul 11 14:12:00.969 2018,563,436, 0
164.613,Wed Jul 11 14:12:00.977 2018,560,433, 0
164.621,Wed Jul 11 14:12:00.985 2018,558,433, 0
164.629,Wed Jul 11 14:12:00.993 2018,558,432, 0
165.701,Wed Jul 11 14:12:02.064 2018,557,431, 0
165.797,Wed Jul 11 14:12:02.160 2018,557,431, 0
165.805,Wed Jul 11 14:12:02.168 2018,556,431, 0
165.813,Wed Jul 11 14:12:02.176 2018,556,431, 0
165.821,Wed Jul 11 14:12:02.184 2018,556,432, 0
165.829,Wed Jul 11 14:12:02.192 2018,555,433, 0
165.837,Wed Jul 11 14:12:02.200 2018,554,434, 0
165.845,Wed Jul 11 14:12:02.208 2018,554,435, 0
165.853,Wed Jul 11 14:12:02.216 2018,554,435, 0
165.861,Wed Jul 11 14:12:02.225 2018,553,437, 0
165.869,Wed Jul 11 14:12:02.233 2018,553,437, 0
165.877,Wed Jul 11 14:12:02.241 2018,552,438, 0
165.885,Wed Jul 11 14:12:02.249 2018,552,439, 0
165.893,Wed Jul 11 14:12:02.257 2018,552,440, 0
165.901,Wed Jul 11 14:12:02.265 2018,551,441, 0
165.909,Wed Jul 11 14:12:02.273 2018,551,441, 0
165.917,Wed Jul 11 14:12:02.281 2018,551,442, 0
165.965,Wed Jul 11 14:12:02.329 2018,550,443, 0
165.981,Wed Jul 11 14:12:02.345 2018,549,443, 0
165.989,Wed Jul 11 14:12:02.353 2018,549,443, 0
165.997,Wed Jul 11 14:12:02.361 2018,549,444, 0
166.005,Wed Jul 11 14:12:02.369 2018,548,444, 0
166.013,Wed Jul 11 14:12:02.377 2018,548,444, 0
166.021,Wed Jul 11 14:12:02.385 2018,548,444, 0
166.133,Wed Jul 11 14:12:02.496 2018,547,444, 0
167.301,Wed Jul 11 14:12:03.665 2018,547,444, 0
167.309,Wed Jul 11 14:12:03.673 2018,550,444, 0
167.317,Wed Jul 11 14:12:03.681 2018,556,444, 0
167.325,Wed Jul 11 14:12:03.689 2018,563,448, 0
167.333,Wed Jul 11 14:12:03.697 2018,573,452, 0
167.341,Wed Jul 11 14:12:03.705 2018,587,459, 0
167.349,Wed Jul 11 14:12:03.713 2018,603,468, 0
167.357,Wed Jul 11 14:12:03.721 2018,619,478, 0
167.365,Wed Jul 11 14:12:03.729 2018,635,489, 0
167.373,Wed Jul 11 14:12:03.737 2018,649,499, 0
167.381,Wed Jul 11 14:12:03.745 2018,659,505, 0
167.389,Wed Jul 11 14:12:03.753 2018,669,511, 0
167.397,Wed Jul 11 14:12:03.761 2018,679,518, 0
167.405,Wed Jul 11 14:12:03.769 2018,686,522, 0
167.413,Wed Jul 11 14:12:03.777 2018,690,523, 0
167.421,Wed Jul 11 14:12:03.785 2018,692,525, 0
167.429,Wed Jul 11 14:12:03.793 2018,693,526, 0
167.437,Wed Jul 11 14:12:03.801 2018,694,526, 0
167.445,Wed Jul 11 14:12:03.809 2018,694,527, 0
167.453,Wed Jul 11 14:12:03.817 2018,695,529, 0
167.461,Wed Jul 11 14:12:03.825 2018,696,533, 0
