Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
19/06/2018 10:24:13.426,60,8.1,-3276.8,-79,0.59,1.59,4.187,97,5418.000,65535.000,255,0.019220,0.002060,0,65535,0,65535,1,2,-1.31,0.39,-0.71,1.46,-0.04,0.91,21.5,528,255,-128,-128,6553.5,414,420,513
19/06/2018 10:24:14.426,63,8.1,-3276.8,-53,0.70,1.54,4.187,97,4799.000,65535.000,255,0.019220,0.003900,0,65535,0,65535,1,3,-1.39,-0.20,-0.67,0.98,-0.13,0.79,21.5,528,255,-128,-128,6553.5,415,423,510
19/06/2018 10:24:15.426,63,7.3,-3276.8,-68,0.76,1.98,4.187,97,4217.000,65535.000,255,0.025960,0.005620,0,65535,0,65535,1,4,-1.19,0.44,-1.69,1.46,0.22,2.34,21.5,528,255,-128,-128,6553.5,413,420,512
19/06/2018 10:24:16.426,66,7.3,-3276.8,-72,0.31,0.56,4.187,97,3660.000,65535.000,255,0.025960,0.003300,0,65535,0,65535,1,5,-0.38,0.12,0.62,0.98,0.39,0.78,21.5,528,255,-128,-128,6553.5,413,420,513
19/06/2018 10:24:17.426,68,6.6,-3276.8,-75,0.26,0.55,4.187,97,3197.000,65535.000,255,0.012240,0.002380,0,65535,0,65535,1,6,-0.36,-0.08,0.67,1.12,0.20,0.55,21.5,528,255,-128,-128,6553.5,413,420,513
19/06/2018 10:24:18.426,68,6.6,-3276.8,-70,0.37,1.00,4.187,97,2764.000,65535.000,255,0.012240,0.002460,0,65535,0,65535,1,7,-1.22,1.10,0.00,2.16,-0.18,0.91,21.5,528,255,-128,-128,6553.5,413,419,514
19/06/2018 10:24:19.426,70,5.9,-3276.8,-33,0.99,1.67,4.187,97,2425.000,65535.000,255,0.012240,0.003000,13,65535,0,65535,1,8,-2.14,0.15,-1.12,0.56,-0.33,0.22,21.5,528,255,-128,-128,6553.5,414,420,512
19/06/2018 10:24:20.426,71,5.9,-3276.8,-11,0.53,1.19,4.187,97,2111.000,65535.000,255,0.012240,0.002360,23,65535,100,65535,1,9,-1.38,-0.68,-1.03,0.28,-0.19,0.33,21.5,512,255,-128,-128,6553.5,415,421,514
19/06/2018 10:24:21.426,72,6.3,-3276.8,-22,0.45,1.03,4.187,97,1839.000,65535.000,255,0.009140,0.002840,33,65535,100,65535,1,10,-1.27,-0.01,-0.04,1.14,-0.14,0.55,21.5,512,255,-128,-128,6553.5,414,420,513
19/06/2018 10:24:22.426,72,6.3,-3276.8,-40,0.82,2.56,4.187,97,1586.000,65535.000,255,0.009140,0.002840,29,65535,100,65535,1,11,-2.95,1.90,-0.63,1.84,-0.56,1.61,21.5,512,255,-128,-128,6553.5,415,414,512
19/06/2018 10:24:23.426,73,6.8,-3276.8,-43,0.32,0.51,4.187,97,1405.000,65535.000,255,0.009140,0.003660,27,65535,100,65535,1,12,-0.96,-0.27,0.21,0.90,0.21,0.72,21.5,512,255,-128,-128,6553.5,414,421,514
19/06/2018 10:24:24.426,75,6.8,-3276.8,-37,0.17,0.24,4.187,97,1214.000,65535.000,255,0.009140,0.006420,23,65535,100,65535,1,13,-0.96,-0.78,0.31,0.50,0.22,0.40,21.5,512,255,-128,-128,6553.5,413,420,513
19/06/2018 10:24:25.426,76,7.2,-3276.8,-33,0.11,0.19,4.187,97,1057.000,65535.000,255,0.009140,0.004460,21,65535,0,65535,0,0,-0.96,-0.77,0.25,0.50,0.24,0.42,21.5,528,255,-128,-128,6553.5,413,421,513
