SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,06,19,37453801,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2018,06,19,37461052,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,06,19,37465301,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37465302,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37465551,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37465552,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37466051,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37466051,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,19,37466052,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,06,19,37466052,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37466801,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37466802,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37467051,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37467787,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37468051,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,19,37480040,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37480052,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,19,37497496,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37497791,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37502207,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37502215,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37502252,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37503053,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,19,37507058,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37508057,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,19,37509889,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37510057,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,19,37511798,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37512058,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,19,37517469,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37519006,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37519270,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37519414,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37520059,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37521634,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37523963,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37524323,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,37525475,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,19,37526063,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,19,37533063,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,19,37539064,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,19,37541066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,06,19,38468230,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,19,38543243,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,19,38843303,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,19,39378399,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,19,39708444,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,19,42763993,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,19,43010017,4416,Physiological,Unknown,0,Unsupported additional data : 2D:00
0,2018,06,19,43310071,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,19,43523112,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,19,43580462,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,19,43581124,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,19,43581125,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
